Customer_ID,Retention_Strategy,Recommended_Strategy,Churn_Probability,Projected_Churn,Lifetime_Value
CUST_RDUDKB,Loyalty Program,Discounts,0.31,0.2852,4886.37
CUST_K6F2WP,Loyalty Program,VIP Treatment,0.68,0.5780000000000001,9515.96
CUST_UD15DX,Discount,Standard Communication,0.11,0.11,9593.86
CUST_3GEAVU,Discount,VIP Treatment,0.79,0.6715,6983.79
CUST_1WSMLQ,Email Campaign,Discounts,0.59,0.5428,222.94
CUST_4VTTKX,Email Campaign,VIP Treatment,0.81,0.6885,8110.68
CUST_1NA3CW,Loyalty Program,Discounts,0.45,0.41400000000000003,3795.26
CUST_8OWC8G,Discount,Discounts,0.53,0.48760000000000003,7661.79
CUST_AGY6PS,Loyalty Program,Standard Communication,0.96,0.96,4270.83
CUST_PUJGPK,Discount,Discounts,0.56,0.5152000000000001,1764.9
CUST_6AW3D2,Loyalty Program,Standard Communication,0.84,0.84,890.86
CUST_CJU9RP,Email Campaign,VIP Treatment,0.8,0.68,8160.3
CUST_8EOIWX,Email Campaign,VIP Treatment,0.76,0.646,6730.94
CUST_6IUYWL,Email Campaign,Loyalty Programs,0.01,0.009000000000000001,7995.3
CUST_SK0I65,Loyalty Program,Discounts,0.42,0.3864,5012.28
CUST_VZ1BDF,Loyalty Program,Discounts,0.46,0.4232,2893.9
CUST_XBZB9S,Loyalty Program,Discounts,0.48,0.4416,6513.0
CUST_J1ROUL,Loyalty Program,Standard Communication,0.26,0.26,2137.88
CUST_8W50SX,Loyalty Program,Standard Communication,0.03,0.03,6638.19
CUST_AJNW25,Discount,VIP Treatment,0.74,0.629,8188.37
CUST_ICIWHQ,Email Campaign,Discounts,0.32,0.2944,5733.21
CUST_96R07D,Email Campaign,Discounts,0.53,0.48760000000000003,7080.33
CUST_KH6554,Discount,VIP Treatment,0.62,0.527,7592.6
CUST_U051CV,Email Campaign,Standard Communication,0.02,0.02,398.71
CUST_SXXMT5,Email Campaign,Loyalty Programs,0.15,0.135,1054.81
CUST_YHTJLE,Discount,Re-engagement Campaign,0.14,0.12320000000000002,2027.99
CUST_3HFTWG,Discount,VIP Treatment,0.89,0.7565,7123.29
CUST_SBT7TL,Loyalty Program,Standard Communication,0.15,0.15,7218.43
CUST_J010II,Discount,Standard Communication,0.91,0.91,5640.51
CUST_QH8VGN,Loyalty Program,Standard Communication,0.13,0.13,7164.17
CUST_PPQMY6,Loyalty Program,Discounts,0.54,0.4968000000000001,5996.19
CUST_JQMO38,Loyalty Program,Loyalty Programs,0.24,0.216,9165.15
CUST_LXE9W3,Email Campaign,Standard Communication,0.95,0.95,1178.52
CUST_VVRTID,Discount,Discounts,0.47,0.4324,1393.37
CUST_4VTEVS,Loyalty Program,Standard Communication,0.86,0.86,6212.08
CUST_HUEDYC,Loyalty Program,Standard Communication,0.84,0.84,137.54
CUST_EJ8FTO,Discount,Standard Communication,0.26,0.26,7692.08
CUST_MKD2V4,Email Campaign,VIP Treatment,0.81,0.6885,9249.79
CUST_33T06R,Loyalty Program,Standard Communication,0.15,0.15,1495.32
CUST_USY5LQ,Email Campaign,Re-engagement Campaign,0.91,0.8008000000000001,6576.84
CUST_U63UAH,Loyalty Program,Standard Communication,0.69,0.69,4846.84
CUST_LWIDJX,Discount,Standard Communication,0.15,0.15,5312.14
CUST_3VGA95,Discount,Standard Communication,0.19,0.19,2477.08
CUST_M7GM6A,Discount,Standard Communication,0.87,0.87,2438.26
CUST_Q41VUK,Discount,VIP Treatment,0.97,0.8245,7480.44
CUST_29GLJR,Email Campaign,Standard Communication,0.16,0.16,9289.09
CUST_YMW2M3,Email Campaign,Standard Communication,0.9,0.9,6155.99
CUST_GPBTFF,Discount,Standard Communication,0.04,0.04,4481.22
CUST_2AE24H,Loyalty Program,Re-engagement Campaign,0.18,0.15839999999999999,971.53
CUST_TJ4CA0,Loyalty Program,Re-engagement Campaign,0.71,0.6248,4432.72
CUST_QFLDVQ,Discount,Standard Communication,0.17,0.17,9528.08
CUST_X75Q8E,Loyalty Program,Re-engagement Campaign,0.69,0.6072,1816.76
CUST_APLPAC,Discount,VIP Treatment,0.62,0.527,8955.36
CUST_DPPBLW,Loyalty Program,VIP Treatment,0.63,0.5355,9940.54
CUST_HE7GF4,Loyalty Program,Standard Communication,0.9,0.9,1962.89
CUST_BVUHSO,Discount,Standard Communication,0.84,0.84,5561.82
CUST_BTBTNA,Email Campaign,Discounts,0.59,0.5428,3988.08
CUST_IU2N61,Discount,Standard Communication,0.18,0.18,362.25
CUST_5I1SBF,Discount,Discounts,0.49,0.45080000000000003,9721.63
CUST_1VUAOH,Loyalty Program,Discounts,0.55,0.5060000000000001,3737.64
CUST_F6T1V4,Loyalty Program,Standard Communication,0.67,0.67,2760.6
CUST_70KBHP,Discount,Standard Communication,0.03,0.03,8881.99
CUST_K6SNJ2,Email Campaign,VIP Treatment,0.81,0.6885,9007.73
CUST_0ZOSIH,Loyalty Program,Discounts,0.47,0.4324,6547.96
CUST_WBGU5J,Discount,Discounts,0.54,0.4968000000000001,9599.2
CUST_CRKWTN,Email Campaign,Discounts,0.3,0.276,3504.83
CUST_U9FRG8,Email Campaign,VIP Treatment,0.61,0.5185,7219.55
CUST_JFNNHS,Loyalty Program,Standard Communication,0.12,0.12,9342.58
CUST_B4ZCM6,Email Campaign,VIP Treatment,0.8,0.68,9856.4
CUST_GIHAJA,Discount,VIP Treatment,0.75,0.6375,8872.13
CUST_062IDP,Email Campaign,Standard Communication,0.68,0.68,3519.18
CUST_UUH17N,Email Campaign,Loyalty Programs,0.02,0.018000000000000002,5573.81
CUST_LI2I87,Loyalty Program,Standard Communication,0.05,0.05,7634.8
CUST_3PCAG6,Email Campaign,Loyalty Programs,0.08,0.07200000000000001,4597.59
CUST_FLUWOI,Loyalty Program,Discounts,0.59,0.5428,1758.87
CUST_EYD6VW,Email Campaign,Standard Communication,0.69,0.69,1840.03
CUST_PDEK9O,Discount,VIP Treatment,0.86,0.731,9613.21
CUST_Q03FR8,Loyalty Program,Discounts,0.44,0.4048,3073.95
CUST_QWFFG1,Discount,Discounts,0.44,0.4048,7419.89
CUST_SGBCTH,Email Campaign,Standard Communication,0.24,0.24,7328.1
CUST_TTHS4Q,Discount,Re-engagement Campaign,0.67,0.5896,5662.49
CUST_PHPJEI,Loyalty Program,Re-engagement Campaign,0.9,0.792,609.12
CUST_VQHE6F,Loyalty Program,Standard Communication,0.27,0.27,6945.37
CUST_R2FEDT,Loyalty Program,Standard Communication,0.89,0.89,2385.94
CUST_L7BA41,Loyalty Program,Discounts,0.47,0.4324,9488.2
CUST_YNBRYQ,Discount,Re-engagement Campaign,0.04,0.0352,4910.41
CUST_RO1YTK,Email Campaign,Standard Communication,0.08,0.08,1501.25
CUST_8HBQNN,Loyalty Program,Discounts,0.43,0.3956,4622.78
CUST_9HQP8U,Discount,Discounts,0.4,0.36800000000000005,1450.42
CUST_SLRUQ3,Loyalty Program,Standard Communication,0.77,0.77,2938.52
CUST_HMTVS4,Discount,Standard Communication,0.94,0.94,1986.64
CUST_A58FS5,Email Campaign,Loyalty Programs,0.03,0.027,795.71
CUST_5S349L,Discount,Standard Communication,0.19,0.19,388.2
CUST_IQA76R,Loyalty Program,Standard Communication,0.1,0.1,7710.82
CUST_C8K6GS,Email Campaign,Standard Communication,0.89,0.89,141.03
CUST_YLBYFS,Loyalty Program,VIP Treatment,0.78,0.663,7520.9
CUST_MO30UI,Discount,VIP Treatment,0.97,0.8245,9540.37
CUST_P912BP,Email Campaign,Discounts,0.34,0.3128,4003.87
CUST_V90KA5,Loyalty Program,VIP Treatment,0.72,0.612,9651.91
CUST_RAY5JL,Loyalty Program,Discounts,0.36,0.3312,5589.62
CUST_IRE5UX,Discount,VIP Treatment,0.79,0.6715,7345.31
CUST_NDXQII,Loyalty Program,Standard Communication,1.0,1.0,4602.74
CUST_QQN4B4,Loyalty Program,Discounts,0.48,0.4416,2429.21
CUST_S7N5P0,Email Campaign,VIP Treatment,0.96,0.816,6944.46
CUST_I2AWEP,Loyalty Program,Standard Communication,0.05,0.05,2682.81
CUST_BFIZPE,Email Campaign,Discounts,0.51,0.4692,6923.32
CUST_GHX6EJ,Email Campaign,Discounts,0.42,0.3864,6586.98
CUST_TE0GU8,Email Campaign,VIP Treatment,0.61,0.5185,7534.36
CUST_D1FR8X,Discount,Standard Communication,0.78,0.78,1139.46
CUST_75DC10,Loyalty Program,Standard Communication,0.88,0.88,4949.03
CUST_Q2JJJW,Discount,Standard Communication,0.11,0.11,6818.18
CUST_XBV25P,Discount,Loyalty Programs,0.29,0.261,3890.13
CUST_FR6OAK,Discount,Standard Communication,0.07,0.07,5665.47
CUST_XT5LBL,Email Campaign,Standard Communication,0.98,0.98,5668.56
CUST_1CQYZW,Email Campaign,VIP Treatment,0.62,0.527,8698.4
CUST_GJB1KY,Discount,Discounts,0.37,0.34040000000000004,815.38
CUST_Q93Z88,Loyalty Program,Discounts,0.57,0.5244,2047.45
CUST_DK63FG,Discount,Discounts,0.49,0.45080000000000003,5003.57
CUST_BU9C7Z,Loyalty Program,Discounts,0.33,0.30360000000000004,6355.67
CUST_QZIJJF,Discount,Standard Communication,0.12,0.12,5560.39
CUST_VTAM84,Loyalty Program,Standard Communication,0.78,0.78,1817.45
CUST_OO8BXH,Loyalty Program,Standard Communication,0.08,0.08,1269.26
CUST_YB6P8Y,Loyalty Program,Standard Communication,0.71,0.71,3412.8
CUST_I55WFV,Email Campaign,Standard Communication,0.03,0.03,5986.89
CUST_4970U9,Loyalty Program,Standard Communication,0.13,0.13,4689.24
CUST_W797D7,Loyalty Program,Discounts,0.57,0.5244,4938.82
CUST_Z8RQTP,Discount,Standard Communication,0.9,0.9,917.62
CUST_B4OF1M,Loyalty Program,Standard Communication,0.84,0.84,719.95
CUST_D63GCG,Email Campaign,Standard Communication,0.2,0.2,2101.88
CUST_CACEBD,Email Campaign,Standard Communication,0.71,0.71,1369.15
CUST_WBIFHC,Email Campaign,Standard Communication,0.23,0.23,5719.87
CUST_JMAFHN,Email Campaign,Standard Communication,0.19,0.19,918.67
CUST_GFJ0NT,Discount,VIP Treatment,0.89,0.7565,8035.51
CUST_5X8YJD,Email Campaign,Loyalty Programs,0.15,0.135,4295.18
CUST_5FWFKB,Email Campaign,Discounts,0.37,0.34040000000000004,3244.38
CUST_P95H7U,Loyalty Program,Loyalty Programs,0.12,0.108,9052.18
CUST_DWWQB9,Discount,Discounts,0.58,0.5336,728.85
CUST_B3A9NS,Loyalty Program,Standard Communication,0.94,0.94,5850.77
CUST_PF6OM0,Email Campaign,Standard Communication,0.63,0.63,1166.56
CUST_Q64NA0,Email Campaign,Standard Communication,0.64,0.64,2775.15
CUST_ZJGH5Q,Email Campaign,Standard Communication,0.62,0.62,4990.73
CUST_ZX36TC,Loyalty Program,Standard Communication,0.73,0.73,3890.61
CUST_OJH7NN,Loyalty Program,Discounts,0.4,0.36800000000000005,7840.4
CUST_B3J1CT,Discount,VIP Treatment,0.92,0.782,6833.99
CUST_ZMG0WW,Discount,Standard Communication,0.22,0.22,3106.17
CUST_TY0885,Loyalty Program,Standard Communication,0.29,0.29,960.37
CUST_EHLXHN,Loyalty Program,Re-engagement Campaign,0.74,0.6512,5273.34
CUST_ETDAER,Discount,Re-engagement Campaign,0.63,0.5544,6272.33
CUST_OE30H7,Email Campaign,Standard Communication,0.8,0.8,6067.62
CUST_Z7P0AF,Loyalty Program,Discounts,0.48,0.4416,3234.82
CUST_A8979T,Loyalty Program,Standard Communication,0.22,0.22,3201.45
CUST_GDHWQV,Discount,Discounts,0.57,0.5244,5668.91
CUST_I4DSOQ,Loyalty Program,Discounts,0.32,0.2944,8591.34
CUST_PIVYIG,Discount,Re-engagement Campaign,0.7,0.616,3330.37
CUST_KDWV2A,Loyalty Program,Standard Communication,0.08,0.08,2019.05
CUST_NUZZ1P,Discount,Standard Communication,0.18,0.18,8847.28
CUST_0FFVBM,Discount,VIP Treatment,0.75,0.6375,7689.04
CUST_QMWQ0I,Email Campaign,Discounts,0.43,0.3956,7814.17
CUST_MB2VKQ,Email Campaign,Re-engagement Campaign,0.12,0.1056,4811.73
CUST_P2ZJHO,Loyalty Program,VIP Treatment,0.91,0.7735,9867.02
CUST_BATSFO,Email Campaign,Discounts,0.49,0.45080000000000003,3495.14
CUST_EGERNG,Email Campaign,Re-engagement Campaign,0.88,0.7744,5075.89
CUST_44O6ZI,Discount,Standard Communication,0.97,0.97,3681.69
CUST_64RW8I,Discount,Standard Communication,0.86,0.86,4338.6
CUST_QU6UTX,Loyalty Program,Discounts,0.34,0.3128,6132.48
CUST_CGLTOJ,Discount,Standard Communication,0.29,0.29,6545.98
CUST_CBMMNN,Discount,Discounts,0.4,0.36800000000000005,5420.47
CUST_2B3O1Z,Discount,Discounts,0.49,0.45080000000000003,3249.67
CUST_VGRE5J,Email Campaign,Standard Communication,0.15,0.15,6339.82
CUST_K0739Y,Loyalty Program,Re-engagement Campaign,0.2,0.17600000000000002,6912.26
CUST_PTAAQ5,Email Campaign,Standard Communication,0.69,0.69,3875.33
CUST_JL4ZVO,Discount,Standard Communication,0.78,0.78,2826.66
CUST_NGJC7R,Discount,VIP Treatment,0.74,0.629,6929.68
CUST_PIATVZ,Loyalty Program,VIP Treatment,0.85,0.7224999999999999,9458.63
CUST_A1RDE3,Loyalty Program,Standard Communication,0.93,0.93,4867.11
CUST_PASOCY,Loyalty Program,VIP Treatment,0.98,0.833,6775.42
CUST_FMKQTL,Discount,Discounts,0.37,0.34040000000000004,7161.26
CUST_WW3R75,Loyalty Program,Standard Communication,0.81,0.81,2175.12
CUST_AC9JA0,Discount,Discounts,0.45,0.41400000000000003,3201.26
CUST_X8CEWJ,Loyalty Program,Standard Communication,0.07,0.07,3588.14
CUST_S2QXYN,Email Campaign,Discounts,0.35,0.322,8497.05
CUST_WAO14C,Loyalty Program,Standard Communication,0.68,0.68,677.92
CUST_ON73RX,Email Campaign,Discounts,0.48,0.4416,3733.64
CUST_4D5LWY,Loyalty Program,Discounts,0.54,0.4968000000000001,6722.1
CUST_TN5TFV,Discount,Discounts,0.45,0.41400000000000003,9719.12
CUST_W65KKL,Loyalty Program,VIP Treatment,0.96,0.816,8474.73
CUST_VO2GYE,Discount,Re-engagement Campaign,0.93,0.8184,4147.79
CUST_1U7KWC,Loyalty Program,Standard Communication,0.86,0.86,3937.65
CUST_T8PIJ2,Loyalty Program,Standard Communication,0.23,0.23,7392.74
CUST_NFTFJG,Email Campaign,Standard Communication,0.7,0.7,283.05
CUST_OAR88N,Loyalty Program,Standard Communication,0.27,0.27,8862.13
CUST_MKIBGY,Email Campaign,Discounts,0.4,0.36800000000000005,7796.44
CUST_N8PVH5,Discount,Standard Communication,0.9,0.9,3791.39
CUST_ZL0VIQ,Discount,Standard Communication,0.6,0.6,4653.91
CUST_7JOAKD,Loyalty Program,VIP Treatment,0.64,0.544,7543.32
CUST_RODR2V,Discount,Standard Communication,0.04,0.04,1141.41
CUST_I4KIYK,Discount,Discounts,0.54,0.4968000000000001,7604.48
CUST_U5WI3J,Loyalty Program,VIP Treatment,0.98,0.833,6754.52
CUST_X2ZKAR,Email Campaign,Loyalty Programs,0.27,0.24300000000000002,6618.49
CUST_3EJ50Y,Discount,Standard Communication,0.2,0.2,5936.39
CUST_VCJTWW,Email Campaign,Standard Communication,0.93,0.93,2586.01
CUST_I8ZYG0,Email Campaign,Re-engagement Campaign,0.85,0.748,3318.12
CUST_JY56RV,Email Campaign,Discounts,0.33,0.30360000000000004,8727.66
CUST_PK2LI2,Discount,Discounts,0.3,0.276,4173.93
CUST_R1VS0Q,Email Campaign,Standard Communication,0.05,0.05,6471.29
CUST_HU7S7P,Email Campaign,Re-engagement Campaign,0.12,0.1056,7714.28
CUST_5Z412X,Discount,Standard Communication,0.63,0.63,1544.84
CUST_J23FKI,Discount,Re-engagement Campaign,0.81,0.7128000000000001,6134.31
CUST_ULOBES,Discount,Standard Communication,0.63,0.63,548.48
CUST_HW03QB,Loyalty Program,Discounts,0.57,0.5244,2145.18
CUST_F9EDBA,Loyalty Program,Standard Communication,0.22,0.22,7139.22
CUST_6PVEMA,Loyalty Program,Re-engagement Campaign,0.67,0.5896,3079.21
CUST_7DON6E,Loyalty Program,Standard Communication,0.78,0.78,3271.58
CUST_I161XZ,Discount,Standard Communication,0.24,0.24,970.25
CUST_93QQ13,Email Campaign,Discounts,0.56,0.5152000000000001,7219.4
CUST_YGHHVC,Loyalty Program,Discounts,0.4,0.36800000000000005,3372.02
CUST_U947S6,Loyalty Program,Discounts,0.52,0.47840000000000005,8096.95
CUST_HITH0L,Email Campaign,Standard Communication,0.18,0.18,7184.68
CUST_KPTP2V,Email Campaign,Standard Communication,0.08,0.08,5938.93
CUST_IGDGLP,Loyalty Program,VIP Treatment,0.68,0.5780000000000001,8874.63
CUST_Q5IROK,Discount,Standard Communication,0.83,0.83,3047.15
CUST_X6PDS5,Email Campaign,Standard Communication,0.74,0.74,447.78
CUST_1WHN45,Loyalty Program,Re-engagement Campaign,0.24,0.2112,1851.75
CUST_RKK653,Discount,Re-engagement Campaign,0.27,0.2376,6114.12
CUST_5WXKEV,Email Campaign,Discounts,0.58,0.5336,4801.6
CUST_90BC10,Email Campaign,Standard Communication,0.68,0.68,5503.61
CUST_IDBCL7,Discount,Standard Communication,0.24,0.24,6727.77
CUST_FYMHLS,Email Campaign,Standard Communication,0.97,0.97,3472.64
CUST_5MTN1N,Loyalty Program,Standard Communication,0.03,0.03,9438.7
CUST_5LL0QE,Loyalty Program,Standard Communication,0.23,0.23,908.14
CUST_U5QYNH,Discount,Standard Communication,0.05,0.05,6190.68
CUST_5HWEZD,Loyalty Program,Loyalty Programs,0.1,0.09000000000000001,4434.73
CUST_BQ24X7,Loyalty Program,Re-engagement Campaign,0.62,0.5456,4822.23
CUST_V6H4HM,Discount,Standard Communication,0.28,0.28,6220.0
CUST_0FMSZR,Loyalty Program,Standard Communication,0.86,0.86,5945.96
CUST_0X4NY3,Email Campaign,Loyalty Programs,0.15,0.135,6660.16
CUST_HWW0GP,Email Campaign,Discounts,0.49,0.45080000000000003,4886.12
CUST_FZKZD2,Email Campaign,Discounts,0.5,0.46,9494.02
CUST_FEDIHC,Discount,Standard Communication,0.85,0.85,3020.42
CUST_JNQBMK,Loyalty Program,Standard Communication,0.87,0.87,2526.07
CUST_RXG1IW,Email Campaign,Standard Communication,0.89,0.89,2054.82
CUST_4V1B39,Discount,Re-engagement Campaign,0.17,0.1496,7122.77
CUST_UPVG03,Loyalty Program,VIP Treatment,0.62,0.527,9722.39
CUST_LZLLTS,Email Campaign,Standard Communication,0.69,0.69,2171.67
CUST_E5NTVC,Discount,Discounts,0.57,0.5244,2376.92
CUST_07FIBA,Email Campaign,Discounts,0.37,0.34040000000000004,2781.12
CUST_H7GRVK,Discount,Standard Communication,0.9,0.9,5691.41
CUST_WXTLKF,Discount,VIP Treatment,0.67,0.5695,9520.73
CUST_PJ2D8M,Discount,Discounts,0.31,0.2852,7107.39
CUST_8UG2G7,Email Campaign,Discounts,0.31,0.2852,9017.1
CUST_2QCKWF,Discount,Discounts,0.36,0.3312,4585.31
CUST_O71R6N,Loyalty Program,Standard Communication,0.11,0.11,3903.2
CUST_SEHMZN,Discount,Discounts,0.32,0.2944,5400.39
CUST_60SK59,Discount,Re-engagement Campaign,0.17,0.1496,3847.59
CUST_9OYG02,Discount,Loyalty Programs,0.05,0.045000000000000005,7062.69
CUST_L5A6Z0,Loyalty Program,VIP Treatment,0.72,0.612,8042.46
CUST_CMNHTB,Email Campaign,Discounts,0.39,0.3588,6484.6
CUST_1Q74E0,Email Campaign,Standard Communication,0.25,0.25,549.58
CUST_CKAWJF,Email Campaign,Standard Communication,0.74,0.74,4227.58
CUST_AQNAA1,Discount,Standard Communication,0.66,0.66,4161.67
CUST_EL3RGJ,Discount,Discounts,0.52,0.47840000000000005,6725.71
CUST_VXPCZA,Email Campaign,VIP Treatment,0.75,0.6375,8852.93
CUST_VLL6R0,Email Campaign,Standard Communication,0.21,0.21,6605.35
CUST_BJSJPG,Loyalty Program,VIP Treatment,0.82,0.697,8994.19
CUST_TXVR14,Email Campaign,Standard Communication,0.61,0.61,4652.13
CUST_TIGR6V,Discount,Standard Communication,0.2,0.2,8074.96
CUST_1LXWF6,Loyalty Program,Discounts,0.55,0.5060000000000001,4633.98
CUST_ZNYI2R,Email Campaign,Standard Communication,0.26,0.26,8096.02
CUST_34EKIJ,Email Campaign,Discounts,0.53,0.48760000000000003,2408.49
CUST_KLTQ0M,Loyalty Program,Discounts,0.43,0.3956,9392.31
CUST_YQN64K,Discount,Discounts,0.48,0.4416,4970.3
CUST_WSKKR6,Email Campaign,Re-engagement Campaign,0.84,0.7392,5318.86
CUST_P3ZX0K,Email Campaign,Standard Communication,0.12,0.12,2837.04
CUST_LRLHTZ,Discount,Discounts,0.5,0.46,3318.68
CUST_BGHY9H,Discount,Discounts,0.34,0.3128,8376.74
CUST_ST3ROS,Loyalty Program,Discounts,0.59,0.5428,1069.84
CUST_O5Y5KP,Discount,Standard Communication,0.7,0.7,454.53
CUST_9ZL3ZJ,Email Campaign,Standard Communication,0.14,0.14,2293.85
CUST_2AJ1A6,Loyalty Program,Loyalty Programs,0.18,0.162,3226.92
CUST_NM9F9I,Discount,Standard Communication,0.71,0.71,3682.34
CUST_9M3ZRR,Email Campaign,Standard Communication,0.18,0.18,8045.34
CUST_YEXR72,Discount,VIP Treatment,0.8,0.68,8435.42
CUST_V6UNQL,Discount,VIP Treatment,0.99,0.8415,8005.42
CUST_QLJSRZ,Loyalty Program,Loyalty Programs,0.19,0.171,6018.37
CUST_8F56XX,Discount,Standard Communication,0.22,0.22,6613.22
CUST_DMJ1LJ,Email Campaign,Standard Communication,0.76,0.76,2132.01
CUST_QZNTO1,Email Campaign,Standard Communication,0.13,0.13,7540.5
CUST_AA2D3O,Email Campaign,Re-engagement Campaign,0.17,0.1496,5113.18
CUST_305AOD,Discount,Standard Communication,0.27,0.27,3036.16
CUST_TFU3NC,Email Campaign,VIP Treatment,0.94,0.7989999999999999,6745.22
CUST_WO74EM,Email Campaign,Standard Communication,0.14,0.14,2207.5
CUST_FZB2PQ,Email Campaign,Loyalty Programs,0.17,0.15300000000000002,143.91
CUST_XMR5HX,Loyalty Program,Standard Communication,0.66,0.66,5635.36
CUST_LV4LLP,Loyalty Program,VIP Treatment,0.76,0.646,9944.46
CUST_H2XVL1,Discount,Discounts,0.5,0.46,873.7
CUST_BFHWLU,Email Campaign,Standard Communication,0.99,0.99,6255.28
CUST_CH81RU,Loyalty Program,Standard Communication,0.88,0.88,2329.61
CUST_S926S1,Discount,VIP Treatment,0.82,0.697,8738.12
CUST_14ODFJ,Email Campaign,Standard Communication,0.25,0.25,5360.46
CUST_CH22EN,Loyalty Program,VIP Treatment,0.94,0.7989999999999999,8629.07
CUST_C60SYY,Loyalty Program,Standard Communication,0.72,0.72,5622.32
CUST_NB11SE,Discount,Discounts,0.41,0.3772,9144.71
CUST_XPOCUM,Email Campaign,VIP Treatment,0.67,0.5695,7683.36
CUST_5VUPAD,Email Campaign,Loyalty Programs,0.19,0.171,7905.04
CUST_N3BEWX,Discount,Standard Communication,0.79,0.79,4574.85
CUST_EOHI84,Discount,Standard Communication,0.23,0.23,1607.38
CUST_NGB4SI,Loyalty Program,Re-engagement Campaign,0.28,0.24640000000000004,6961.79
CUST_VANXMA,Discount,Discounts,0.5,0.46,8877.77
CUST_LFM9M6,Discount,Discounts,0.33,0.30360000000000004,6488.41
CUST_28QITX,Loyalty Program,Discounts,0.44,0.4048,6812.03
CUST_3KAKHW,Email Campaign,Loyalty Programs,0.15,0.135,1322.97
CUST_86ZZUA,Discount,VIP Treatment,0.61,0.5185,7406.33
CUST_FYMRKT,Loyalty Program,Discounts,0.45,0.41400000000000003,875.77
CUST_GZM2JU,Email Campaign,Re-engagement Campaign,0.25,0.22,9545.18
CUST_CD9Q8N,Discount,Discounts,0.45,0.41400000000000003,2500.11
CUST_L2DZMM,Loyalty Program,Standard Communication,0.22,0.22,9264.94
CUST_7YK6IX,Loyalty Program,Standard Communication,0.28,0.28,771.74
CUST_NOTS3I,Email Campaign,Standard Communication,0.02,0.02,5371.53
CUST_6P3XK5,Loyalty Program,Standard Communication,0.23,0.23,7778.42
CUST_ZW5SJF,Loyalty Program,Standard Communication,0.72,0.72,2833.33
CUST_MK96QU,Discount,Standard Communication,0.02,0.02,543.79
CUST_AQEYSE,Email Campaign,Discounts,0.59,0.5428,7798.24
CUST_AEGNRA,Loyalty Program,Standard Communication,0.82,0.82,2151.38
CUST_8C4H8Q,Discount,Loyalty Programs,0.29,0.261,2331.63
CUST_KUWGHB,Email Campaign,VIP Treatment,0.85,0.7224999999999999,8089.56
CUST_F724N8,Loyalty Program,Standard Communication,0.87,0.87,4348.24
CUST_AVS09V,Email Campaign,VIP Treatment,0.83,0.7054999999999999,6887.93
CUST_9OF166,Email Campaign,Re-engagement Campaign,0.66,0.5808,4405.9
CUST_GFVOC8,Loyalty Program,Standard Communication,0.6,0.6,2159.94
CUST_IKCWJZ,Loyalty Program,Re-engagement Campaign,0.16,0.1408,6975.02
CUST_2OFFOK,Discount,Standard Communication,0.97,0.97,2902.04
CUST_4DTD3S,Email Campaign,Standard Communication,0.79,0.79,1524.2
CUST_L45907,Loyalty Program,Standard Communication,0.13,0.13,290.96
CUST_70AB8B,Discount,Standard Communication,0.9,0.9,1556.48
CUST_3ZV9D1,Discount,Discounts,0.43,0.3956,9211.36
CUST_H4ISZX,Email Campaign,Discounts,0.41,0.3772,9063.74
CUST_MT0BYA,Loyalty Program,Standard Communication,0.0,0.0,3897.72
CUST_5MCSRP,Discount,Standard Communication,0.06,0.06,5878.15
